,scheme_code,annualized_median_return,top_25_percentile,bottom_25_percentile,bottom_5_percentile,top_5_percentile,scheme_name,annualized_mean_std
3023,133908,8.68,25.51,-5.84,-23.96,54.82,LIC MF Banking and Financial Services Fund-Direct Plan-IDCW,21.57548341639115
3024,133919,0.18,0.54,-0.17,-1.27,1.55,DSP  Low Duration Fund - Regular Plan - Daily Dividend,0.7978875354225241
3025,133920,0.73,2.1,-0.74,-2.9,4.05,DSP Low Duration Fund - Regular Plan - Monthly Dividend,2.1029826330415866
3026,133921,1.3,3.6,-1.35,-5.67,6.26,DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,3.581516667636301
3027,133922,0.13,0.48,-0.21,-1.31,1.48,DSP Low Duration Fund - Direct Plan - IDCW - Daily,0.7917947584838982
3028,133923,0.19,1.11,-0.77,-2.24,2.52,DSP Low Duration Fund - Direct Plan - IDCW - Weekly,1.439283680932932
3029,133924,1.32,3.77,-1.39,-5.84,6.49,DSP  Low Duration Fund - Direct Plan - Quarterly Dividend,3.7254428436829383
3030,133925,7.36,8.02,6.79,5.64,9.22,DSP  Low Duration Fund - Direct Plan - Growth,0.989105760968468
3031,133926,7.02,7.65,6.45,5.27,8.86,DSP  Low Duration Fund - Regular Plan - Growth,0.9858499469395597
3032,133927,0.14,1.04,-0.79,-2.21,2.43,DSP Low Duration Fund - Regular Plan - Weekly Dividend,1.410267670744648
3033,133928,1.08,2.82,-0.53,-2.9,11.74,DSP  Low Duration Fund - Direct Plan - Monthly Dividend,4.071317614618977
3034,133971,5.07,7.38,1.41,-4.23,12.53,UTI Banking & PSU Debt Fund - Regular Plan - Flexi Div Option,4.703098106487323
3035,133972,7.17,8.65,5.15,-0.69,13.59,UTI Banking & PSU Debt Fund - Direct Plan - Flexi IDCW,3.845771076244293
3036,133973,4.88,4.99,4.78,4.63,5.22,UTI - Liquid Cash Plan - Regular Plan - Annual Dividend Option,0.17302630133057598
3037,133974,7.35,8.48,6.17,3.63,10.48,Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option,1.8709037663863997
3038,133975,6.34,7.45,5.16,2.81,9.38,Tata Short Term Bond Fund- Regular Plan- Periodic Dividend Option,1.869751498097054
3039,134008,12.38,30.15,-3.69,-23.23,61.82,SBI Nifty Bank ETF,22.395580696917435
3040,134013,15.23,30.5,1.76,-15.56,54.09,SBI Nifty Next 50 ETF,18.11593848247342
3041,134014,13.55,26.4,1.38,-14.36,48.03,SBI BSE 100 ETF,16.557941520526732
3042,134015,7.93,24.55,-7.11,-25.54,52.94,LIC MF Banking and Financial Services Fund-Regular Plan-Dividend,21.57568581128684
3043,134016,8.03,24.46,-6.98,-25.29,52.58,LIC MF Banking and Financial Services Fund-Regular Plan-Growth,21.57546211284072
3044,134017,9.02,26.33,-5.78,-24.01,54.13,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,21.575157085535853
3045,134026,3.42,5.27,1.55,-3.64,10.2,UTI Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,3.7624141379988294
3046,134383,8.05,9.58,6.62,3.86,12.17,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,2.318565676179296
3047,134385,3.34,5.91,0.55,-3.7,9.39,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,3.834565061636503
3048,134386,2.38,4.84,-0.31,-4.54,8.34,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Dividend,3.844592538873039
3049,134387,9.11,10.63,7.66,4.89,13.31,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,2.3217623333921957
3050,134388,9.04,10.61,7.54,4.72,13.3,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,2.321937235702134
3051,134427,4.93,5.06,4.82,4.67,5.3,UTI - Liquid Cash Plan - Direct Plan - Annual Div Option,0.1829082254929498
3052,134484,4.26,6.66,1.13,-4.0,7.98,UTI - Ultra Short Term Fund - Regular Plan - Annual Dividend Option,3.819712644129776
3053,134493,0.41,2.81,-2.16,-5.81,6.59,Quantum Dynamic Bond Fund - Direct Plan Monthly Dividend Option,3.7229451626488412
3054,134494,8.18,10.23,6.13,3.26,13.37,Quantum Dynamic Bond Fund - Direct Plan Growth Option,2.822534152166296
3055,134495,2.75,4.6,0.58,-3.05,7.19,UTI Medium Term Fund - Regular Plan - Monthly Div Option,2.9773910975530673
3056,134496,3.58,5.6,1.36,-2.41,8.19,UTI Medium Duration Fund - Regular Plan - Quarterly IDCW,3.176450802346759
3057,134497,3.05,5.58,0.21,-4.36,8.47,UTI Medium Duration Fund - Regular Plan - Half-Yearly IDCW,3.867213264208614
3058,134498,4.08,6.23,1.53,-2.79,8.91,UTI Medium Term Fund - Regular Plan - Flexi Div Option,3.4524753257231082
3059,134499,6.3,7.77,4.7,2.04,9.95,UTI Medium Term Fund - Regular Plan - Growth Option,2.2368809604469
3060,134500,3.47,6.21,0.17,-5.45,8.97,UTI Medium Duration Fund - Regular Plan - Annual IDCW,4.410853530461471
3061,134501,0.78,2.82,-1.42,-4.96,5.59,UTI Medium Term Fund - Direct Plan - Monthly Div Option,3.2123536591328956
3062,134502,3.86,5.93,1.61,-2.08,8.7,UTI Medium Term Fund - Direct Plan - Quarterly IDCW,3.2040054972119587
3063,134503,7.02,8.57,5.44,2.8,10.68,UTI Medium Duration Fund - Direct Plan - Growth Option,2.2433024053605215
3064,134504,4.14,6.58,1.22,-3.69,9.4,UTI Medium Term Fund - Direct Plan - Half-Yearly IDCW,3.8263221447329236
3065,134505,4.24,6.9,0.91,-4.56,9.63,UTI Medium Duration Fund - Direct Plan - Annual IDCW,4.328736838208697
3066,134506,4.92,7.37,1.46,-4.21,9.94,UTI Medium Term Fund - Direct Plan - Flexi Div Option,4.164256901666927
3067,134517,4.25,7.54,0.01,-7.63,10.33,UTI - Short Term Income Fund - Annual Div Option,5.412424416950192
3068,134545,7.57,8.75,6.45,4.87,11.01,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,1.7095749482558384
3069,134547,7.96,9.16,6.83,5.26,11.4,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,1.7110721901062138
3070,134548,7.56,8.75,6.46,4.9,10.99,Reliance Banking  & PSU Debt Fund- Dividend Plan,1.709391689628726
3071,134549,0.77,2.68,-1.15,-4.03,5.43,Nippon India Banking  & PSU Debt Fund- Monthly Dividend Plan,2.8873611537330954
3072,134550,0.81,2.77,-1.21,-4.24,5.77,Nippon India Banking  & PSU Debt Fund- Direct Plan-Monthly Dividend Plan,2.9513054776579923
3073,134551,1.23,3.85,-1.61,-6.21,7.22,Nippon India Banking  & PSU Debt Fund -Quarterly Dividend Plan,4.06492876035593
3074,134552,8.0,9.15,6.91,5.29,11.33,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,1.7110105762799677
3075,134553,0.26,1.59,-1.01,-2.79,3.85,Reliance Banking  & PSU Debt Fund- Weekly Dividend Plan,2.007661189235633
3076,134554,0.23,1.56,-1.07,-2.85,3.84,Reliance Banking  & PSU Debt Fund- Direct Plan-Weekly Dividend Plan,2.0326039607037183
3077,134555,8.0,9.17,6.9,5.31,11.26,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,1.7109108919205192
3078,134556,1.33,4.0,-1.69,-6.4,7.53,Nippon India Banking  & PSU Debt Fund- Direct Plan-Quarterly Dividend Plan,4.2211487444339255
3079,134593,5.01,10.29,-0.19,-7.7,17.95,Nippon India Equity Savings Fund- Growth Plan- Growth Option,7.300434154821403
3080,134594,6.09,11.23,0.96,-6.96,19.03,Reliance Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,7.298643845611433
3081,134595,6.03,11.23,0.85,-6.73,18.96,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,7.298341750777652
3082,134596,3.66,9.09,-1.88,-10.36,16.75,Reliance Equity Savings Fund- Dividend Plan,8.008707464588195
3083,134597,4.76,10.21,-1.14,-9.41,18.13,Nippon India Equity Savings Fund- Direct Plan-Dividend Plan,7.955365280830025
3084,134598,3.15,8.11,-1.92,-9.61,15.86,Reliance Equity Savings Fund- Monthly Dividend Plan,7.370116453842642
3085,134599,4.36,9.4,-0.68,-8.46,16.84,Nippon India Equity Savings Fund- Direct Plan-Monthly Dividend Plan,7.364381601417389
3086,134600,3.32,8.57,-1.91,-9.66,16.27,Reliance Equity Savings Fund- Quarterly Dividend Plan,7.547032840199147
3087,134601,4.37,9.58,-0.93,-8.54,17.58,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,7.531217007838545
3088,134602,5.1,10.31,-0.16,-7.81,17.84,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,7.302784120976142
3089,134639,8.78,13.83,3.84,-3.12,21.55,SBI Equity Savings Fund - Regular Plan - Monthly Dividend,6.8845271127731476
3090,134640,10.22,15.41,5.07,-2.17,23.47,SBI Equity Savings Fund - Direct Plan - Quarterly Dividend,6.945850619695804
3091,134641,9.74,14.83,4.73,-2.16,22.69,SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),6.885040511491932
3092,134642,9.04,14.03,3.95,-3.14,21.95,SBI Equity Savings Fund - Regular Plan - Quarterly Dividend,6.953400603866429
3093,134643,10.86,16.07,5.78,-1.42,23.72,SBI Equity Savings Fund - Direct Plan - Growth,6.862811331721922
3094,134644,9.63,14.95,4.71,-2.4,22.69,SBI Equity Savings Fund - Regular Plan - Growth,6.864254992961468
3095,134763,6.12,6.41,5.85,5.49,6.96,UTI MMF - Regular Plan - Half Yearly Dividend Option,0.41781846639553555
3096,134782,16.97,30.45,4.9,-10.06,52.15,Reliance ETF NV20 ETF,16.023854699578138
3097,134788,5.18,8.68,1.84,-3.26,15.09,UTI Dynamic Bond Fund - Direct Plan - Half Yearly Div Option,5.276305309630298
3098,134799,3.45,5.88,0.92,-3.19,7.47,UTI - Ultra Short Term Fund - Regular Plan - Half Yearly Div Option,3.2498476215686387
3099,134813,15.41,25.27,6.01,-6.44,40.92,Mirae Asset Hybrid-Equity Fund -Direct Plan-Growth,12.391564437123893
3100,134814,9.33,19.79,-0.45,-13.52,36.31,Mirae Asset Hybrid-Equity Fund -Direct Plan-Dividend,13.783177802710565
3101,134815,13.31,23.23,4.13,-8.39,39.17,Mirae Asset Hybrid-Equity Fund -Regular Plan-Growth,12.392670455481165
3102,134816,6.97,17.71,-2.7,-15.98,33.36,Mirae Asset Aggressive Hybrid Fund - Regular Plan - IDCW,13.841246381688151
3103,134846,10.93,20.64,1.77,-10.51,35.72,LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,12.690590554256577
3104,134847,10.9,20.76,1.72,-10.7,35.67,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-Dividend Reinvestment,12.690590554256577
3105,134863,11.26,20.82,1.68,-10.55,36.23,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-Dividend Reinvestment,12.690590554256577
3106,134864,10.84,20.51,1.68,-10.5,35.64,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,12.690590554256577
3107,134865,11.13,20.6,2.0,-11.0,35.13,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,12.690590554256577
3108,134867,10.81,20.79,1.48,-10.67,36.08,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-Dividend Reinvestment,12.690590554256577
3109,134868,10.75,20.55,1.43,-10.74,36.67,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-Dividend Reinvestment,12.690590554256577
3110,134869,10.97,20.75,1.96,-10.19,36.07,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-Dividend Reinvestment,12.690590554256577
3111,134870,11.04,20.84,1.87,-10.03,36.18,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,12.690590554256577
3112,134871,10.89,20.58,1.51,-10.37,35.74,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,12.690590554256577
3113,134872,10.82,20.73,1.43,-10.59,36.35,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-Dividend Reinvestment,12.690590554256577
3114,134873,10.87,20.78,1.77,-10.72,35.65,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,12.690590554256577
3115,134874,10.9,20.59,1.45,-11.32,36.63,LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,12.690590554256577
3116,134875,11.98,21.74,2.51,-10.69,37.58,LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,12.690289524255586
3117,134876,12.03,21.77,2.55,-10.03,36.37,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,12.690289524255586
3118,134877,11.91,21.8,2.57,-9.39,37.12,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-Dividend Reinvestment,12.690289524255586
3119,134878,11.73,21.82,2.27,-9.84,37.36,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,12.693050701151872
3120,134879,11.77,21.55,2.47,-9.93,37.3,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-Dividend Reinvestment,12.690289524255586
3121,134880,11.91,21.83,2.32,-9.96,37.49,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-Dividend Reinvestment,12.690289524255586
3122,134881,12.14,22.21,2.42,-9.59,37.57,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,12.690289524255586
3123,134882,12.23,21.98,2.72,-9.89,37.47,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,12.690289524255586
3124,134883,11.93,21.74,2.2,-10.37,37.09,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-Dividend Reinvestment,12.690289524255586
3125,134884,11.94,21.62,2.79,-9.95,36.83,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,12.690289524255586
3126,134885,11.78,21.69,2.62,-10.01,36.63,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-Dividend Reinvestment,12.690289524255586
3127,134886,12.29,22.01,3.1,-9.78,37.72,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-Dividend Reinvestment,12.690289524255586
3128,134887,11.85,21.6,2.41,-9.87,37.26,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,12.690289524255586
3129,134922,15.17,31.49,0.88,-16.18,57.82,Nippon India US Equity Opportunites Fund- Growth Plan- Growth Option,19.121650731756887
3130,134923,16.55,32.54,2.21,-15.99,59.66,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,19.119714124814475
3131,134924,15.27,30.78,1.56,-16.27,57.16,NIPPON INDIA - US EQUITY OPPORTUNITES FUND - IDCW Option,19.12163174392456
3132,134925,16.76,32.91,2.24,-15.41,59.25,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option,19.11972469215797
3133,134954,8.87,19.52,-1.55,-16.66,34.91,JM Large Cap Fund (Regular) - Quarterly IDCW,14.332714454234571
3134,134955,9.25,19.68,-0.47,-14.78,35.71,JM Large Cap Fund (Regular) - Half Yearly IDCW,13.658088813387245
3135,134956,13.41,23.35,4.46,-7.47,38.88,JM Large Cap Fund (Direct) - Monthly IDCW ,12.245392102782482
3136,134957,13.46,23.18,4.31,-7.53,38.79,JM Large Cap Fund (Direct) - Half Yearly Dividend Option,12.240259643508244
3137,134958,13.61,23.17,4.51,-7.57,38.24,JM Large Cap Fund (Direct) - Annual IDCW,12.240455373958278
3138,134959,8.72,19.58,-1.93,-18.44,35.2,JM Large Cap Fund - Monthly Dividend Option,15.068753780654507
3139,134960,13.53,23.17,4.37,-7.71,38.83,JM Large Cap Fund (Direct) - Quarterly IDCW,12.240497069167231
3140,134961,10.97,20.89,1.39,-12.06,37.09,JM Large Cap Fund (Regular) - Annual IDCW,13.071617595048886
3141,134972,6.07,6.34,5.82,5.46,6.89,UTI MMF - Annual Dividend Option,0.4018341325906177
3142,134973,6.24,6.52,5.98,5.61,7.06,UTI MMF - Direct Plan - Annual Dividend Option,0.4224070591550599
3143,134998,4.93,8.73,1.3,-4.06,15.85,UTI Bond Fund - Direct Plan - Half-Yearly IDCW,5.724501643740082
3144,135051,1.79,6.45,-4.24,-13.73,13.41,UTI Credit Risk Fund - Regular Plan - Flexi IDCW,8.017081069862149
3145,135106,12.25,25.84,0.59,-15.12,47.48,SBI-ETF Nifty 50,16.68671128827495
3146,135120,10.35,15.77,5.16,-2.35,23.79,Axis Equity Savings Fund - Direct Plan - Growth,7.161497728917598
3147,135121,3.88,9.11,-1.22,-8.33,17.14,Axis Equity Saver Fund - Direct Plan - Monthly IDCW,7.402962152574093
3148,135122,8.99,14.35,3.77,-3.42,22.17,Axis Equity Savings Fund - Regular Plan - Growth,7.173834625071523
3149,135123,2.25,7.46,-2.76,-9.78,15.21,Axis Equity Saver Fund - Regular Plan - Monthly IDCW,7.428644747509548
3150,135124,4.18,9.63,-1.04,-8.81,17.75,Axis Equity Saver Fund - Direct Plan - Quarterly IDCW,7.740988004253689
3151,135125,2.92,8.48,-2.42,-10.21,16.53,Axis Equity Savings Fund - Regular Plan - Quarterly IDCW,7.812437160759341
3152,135167,5.15,5.96,4.27,-13.13,7.05,JM Arbitrage Fund (Regular) - Annual IDCW,5.84590547904934
3153,135168,5.23,5.94,4.49,3.46,7.01,JM Arbitrage Fund (Regular) - Monthly IDCW,1.0279855743555697
3154,135169,5.11,5.9,4.21,-10.78,7.05,JM Arbitrage Fund - Quarterly Dividend Option,5.097475025967204
3155,135170,5.06,5.83,4.16,-11.96,6.95,JM Arbitrage Fund (Regular) - Half Yearly IDCW,5.427980679358649
3156,135171,5.62,6.43,4.68,-9.16,7.51,JM Arbitrage Fund (Direct) - Half Yearly IDCW,4.736426808442054
3157,135172,5.43,6.3,4.29,1.52,7.44,JM Arbitrage Fund (Direct) - Monthly Dividend Option,1.7831535175249704
3158,135173,5.65,6.45,4.76,-11.07,7.53,JM Arbitrage Fund (Direct) - Annual IDCW,5.307089793842633
3159,135174,5.52,6.32,4.62,-6.35,7.44,JM Arbitrage Fund (Direct) - Quarterly IDCW,3.842176509895317
3160,135191,3.8,5.16,1.74,-5.33,7.43,UTI - Treasury Advantage Fund - Direct Plan - Fortnightly Dividend Option,3.7043047811498924
3161,135290,2.27,7.23,-3.95,-13.22,14.37,UTI Credit Risk Fund - Direct Plan - Annual Div Option,8.151247075283585
3162,135320,14.98,28.48,2.59,-13.46,49.59,UTI NIFTY Exhcange  Traded Fund,16.512024736270643
3163,135321,14.41,28.32,2.4,-13.49,50.16,UTI S&P BSE Sensex ETF,16.614697054728204
3164,135336,5.22,8.57,1.84,-3.47,14.97,UTI Dynamic Bond Fund - Regular Plan - Flexi IDCW,5.306206049960408
3165,135341,13.21,26.2,1.74,-13.22,47.06,Indiabulls Value Fund - Direct Plan - Growth Option,15.726476761243347
3166,135342,13.58,26.03,1.87,-13.54,46.02,Indiabulls Value Discovery Fund - Direct Plan - Dividend Option,15.725497835481349
3167,135343,11.28,23.83,-0.0,-14.77,43.32,Indiabulls Value Fund - Regular Plan - Growth Option,15.713794530630679
3168,135344,11.66,23.95,0.42,-14.33,44.55,Indiabulls Value Fund- Regular Plan - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),15.713703737401156
3169,135371,1.97,2.73,1.19,-0.03,3.79,UTI Money Market Fund - Regular Plan - Fortnightly IDCW,1.1465019885943217
3170,135390,14.47,27.62,2.15,-13.5,49.96,ICICI Prudential Nifty Index Fund - Dividend Option,16.38221906726938
3171,135391,14.89,28.28,2.72,-12.82,49.48,ICICI Prudential Nifty Index Fund - Direct Plan IDCW Option,16.37194965775591
3172,135418,2.47,6.62,-4.11,-13.98,14.58,UTI Credit Risk Fund - Direct Plan - Half Yearly Div Option,8.35668188658728
3173,135419,2.54,6.31,-3.63,-12.67,13.76,UTI Credit Risk Fund - Regular Plan - Half-Yearly IDCW,7.698630460827184
3174,135497,3.66,7.46,-0.81,-8.29,10.65,UTI - Short Term Income Fund - Direct Plan - Annual Dividend Option,5.8237874669108685
3175,135500,7.37,8.87,5.69,1.64,11.43,Kotak Bond Short Term Plan - Direct Payout of Income Distribution cum capital withdrawal option,2.7080342433548092
3176,135501,5.42,6.09,4.72,3.61,7.04,Kotak Bond Short Term Plan - Regular Plan - Normal Dividend,0.9854581803174826
3177,135536,3.11,7.02,-1.05,-7.64,13.78,UTI Dynamic Bond Fund - Direct Plan - Annual Div Option,6.239959169674286
3178,135581,3.76,7.29,0.13,-5.37,13.67,UTI Bond Fund - Regular Plan - Half-Yearly IDCW,5.542339500102831
3179,135598,15.31,27.93,3.64,-11.26,48.14,DHFL Pramerica Long Term Equity Fund - Regular Plan - Growth Option,15.266711205957705
3180,135599,8.53,20.7,-2.94,-18.17,39.59,DHFL Pramerica Long Term Equity Fund - Regular Plan - Dividend Option,16.185628235187163
3181,135600,9.4,22.48,-2.79,-18.57,41.82,PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,16.419466372185546
3182,135601,17.22,30.1,5.5,-9.55,50.11,DHFL Pramerica Long Term Equity Fund - Direct Plan - Growth Option,15.26739491424679
3183,135606,2.3,3.09,1.47,0.25,4.2,UTI MMF - Direct Plan - Fortnightly Div Option,1.1745014868805501
3184,135607,15.18,28.73,2.7,-12.85,50.72,LIC MF Nifty 50 ETF,16.558040271783806
3185,135652,13.66,26.13,2.19,-13.33,45.51,Navi ELSS Tax Saver Fund - Regular Plan IDCW Payout,15.526122594224045
3186,135653,15.1,28.01,3.25,-11.95,47.7,Navi Long Term Advantage Fund - Direct Plan IDCW Payout,15.522063592840167
3187,135654,15.61,28.08,3.97,-11.61,48.49,Navi Long Term Advantage Fund- Direct Plan- Growth Option,15.525758137595055
3188,135655,14.12,26.28,2.39,-12.77,46.71,Essel Long Term Advantage Fund- Regular Plan- Growth Option,15.526037425360437
3189,135672,15.2,28.69,2.32,-13.29,50.7,LIC MF S & P BSE Sensex ETF,16.689506024916735
3190,135677,17.82,30.81,6.09,-9.42,50.77,Navi Large & Midcap Fund- Direct Plan- Growth Option,15.56810569205699
3191,135678,15.74,28.32,3.92,-11.48,48.42,Navi Large & Midcap Fund- Regular Plan- Growth Option,15.572554124536262
3192,135679,18.2,31.08,6.23,-10.14,51.81,Navi Large & Midcap Fund - Direct Normal IDCW Payout,15.570131373937206
3193,135680,16.26,28.82,4.39,-11.02,48.62,Navi Large & Midcap Fund - Regular Normal IDCW Payout,15.572299565670924
3194,135681,13.24,26.64,0.98,-15.0,47.91,Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),16.54440799536013
3195,135682,16.64,29.75,4.91,-10.44,50.26,Sundaram Long Term Tax Advantage Fund Series II Direct Plan - Growth,15.773169257824252
3196,135683,12.67,25.77,0.4,-15.61,46.66,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II REGULAR PLAN DIVIDEND PLAN PAYOUT,16.57679103080655
3197,135684,16.15,29.14,4.7,-11.29,50.05,SUNDARAM LONG TERM TAX ADVANTAGE SERIES II REGULAR PLAN GROWTH,15.77289137259199
3198,135721,4.81,4.93,4.7,4.54,5.16,UTI Liquid Cash Plan - Regular Plan - Quarterly IDCW,0.17986424685593966
3199,135744,18.95,32.15,7.03,-8.34,53.89,Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,15.861699257945748
3200,135759,11.54,20.16,3.37,-7.89,33.45,Axis Children's Fund - Lock in - Regular Growth,11.22936442015347
3201,135760,11.69,20.21,3.35,-7.72,34.13,Axis Children's Gift Fund - Lock in - Regular Plan - IDCW,11.229141535055911
3202,135761,11.34,20.06,3.03,-7.81,33.51,Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW,11.228013388573167
3203,135762,13.2,21.85,4.46,-7.02,35.36,Axis Children's Fund - Lock in - Direct Growth,11.226790864715394
3204,135763,13.14,21.9,4.98,-6.3,35.31,Axis Children's Gift Fund - without Lock in - Direct Dividend,11.226575931538074
3205,135764,13.43,22.1,4.89,-6.45,36.44,Axis Children's Fund - No Lock in - Direct Growth,11.224868027608062
3206,135765,13.13,21.69,4.73,-6.4,35.39,Axis Children's Gift Fund - Lock in - Direct Plan - IDCW,11.226775445203215
3207,135766,11.33,19.95,2.87,-7.84,33.68,Axis Children's Gift Fund - No Lock in - Regular Plan - Growth,11.229725136144742
3208,135781,21.68,36.05,8.33,-8.54,58.99,Mirae Asset Tax Saver Fund-Direct Plan -Growth,16.571372656454205
3209,135782,14.48,29.05,1.32,-16.04,52.14,Mirae Asset ELSS Tax Saver Fund - Direct Plan - IDCW,17.72961227051663
3210,135783,12.64,26.82,-0.52,-17.93,49.65,Mirae Asset Tax Saver Fund Regular IDCW,17.83112608734223
3211,135784,20.07,33.79,7.45,-9.9,56.54,Mirae Asset Tax Saver Fund-Regular Plan-Growth,16.57281424972424
3212,135789,19.44,36.49,4.35,-14.53,64.33,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,19.580117542567958
3213,135790,15.8,32.19,1.2,-17.17,59.76,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,19.76424547786372
3214,135791,16.03,32.74,1.68,-16.65,61.22,Tata Banking And Financial Services Fund-Regular Plan-Dividend Reinvestment,19.76424547786372
3215,135792,18.83,35.67,4.27,-15.0,63.75,TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,19.580117542567958
3216,135793,19.53,36.67,4.08,-13.93,64.31,Tata Banking And Financial Services Fund-Direct Plan-Growth,19.580126035798028
3217,135794,16.87,33.42,2.29,-16.0,61.0,Tata Banking And Financial Services Fund-Regular Plan-Growth,19.58272298919586
3218,135795,23.63,39.74,8.79,-9.09,67.15,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,18.506287189694763
3219,135796,21.9,37.45,7.18,-10.74,64.02,Tata Digital India Fund-Regular Plan-Dividend Payout,18.507924560281342
3220,135797,21.49,37.6,7.28,-10.64,64.73,Tata Digital India Fund-Regular Plan-Growth,18.507924560281342
3221,135798,23.74,39.94,8.81,-9.5,68.58,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,18.506287189694763
3222,135799,20.98,37.43,6.7,-11.29,63.64,TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,18.507924560281342
3223,135800,23.33,40.29,8.82,-9.79,67.43,Tata Digital India Fund-Direct Plan-Growth,18.506286782382595
3224,135801,21.51,34.67,9.64,-6.28,56.22,Tata India Consumer Fund-Direct Plan-Dividend Reinvestment,15.354754162136167
3225,135802,18.55,31.01,6.63,-9.11,51.88,Tata India Consumer Fund-Regular Plan-Dividend Payout,15.559877849312398
